1.9735 1.9735 3.2961 3.2961 2.9587 2.9587 1.81059 1.81059 2.2224 2.2224 3.39407 3.39407 5.0198 5.0198 6.2313 6.2313 7.13238 7.13238 7.64709 7.64709 7.80452 7.80452 7.24809 7.24809 5.69757 5.69757 4.56612 4.56612 4.30281 4.30281 4.9983 4.9983 6.10326 6.10326 6.59359 6.59359 7.12119 7.12119 8.05814 8.05814 8.97019 8.97019 9.05219 9.05219 7.51512 7.51512 6.66954 6.66954 6.58143 6.58143 6.36333 6.36333 5.76483 5.76483 4.95225 4.95225 4.47028 4.47028 4.04942 4.04942 3.07526 3.07526 1.74405 1.74405 
1.9735 1.9735 3.2961 3.2961 2.9587 2.9587 1.81059 1.81059 2.2224 2.2224 3.39407 3.39407 5.0198 5.0198 6.2313 6.2313 7.13238 7.13238 7.64709 7.64709 7.80452 7.80452 7.24809 7.24809 5.69757 5.69757 4.56612 4.56612 4.30281 4.30281 4.9983 4.9983 6.10326 6.10326 6.59359 6.59359 7.12119 7.12119 8.05814 8.05814 8.97019 8.97019 9.05219 9.05219 7.51512 7.51512 6.66954 6.66954 6.58143 6.58143 6.36333 6.36333 5.76483 5.76483 4.95225 4.95225 4.47028 4.47028 4.04942 4.04942 3.07526 3.07526 1.74405 1.74405 
3.47423 3.47423 4.90213 4.90213 4.67753 4.67753 3.61641 3.61641 4.06401 4.06401 5.6497 5.6497 7.78901 7.78901 9.85445 9.85445 11.177 11.177 11.9035 11.9035 12.0232 12.0232 11.1122 11.1122 9.56531 9.56531 8.28904 8.28904 7.71676 7.71676 8.51761 8.51761 10.1651 10.1651 11.5903 11.5903 12.8414 12.8414 13.6516 13.6516 14.3216 14.3216 13.9454 13.9454 12.9016 12.9016 11.6583 11.6583 11.4923 11.4923 11.4591 11.4591 10.3165 10.3165 8.81169 8.81169 7.82321 7.82321 6.88655 6.88655 5.30562 5.30562 2.91831 2.91831 
3.47423 3.47423 4.90213 4.90213 4.67753 4.67753 3.61641 3.61641 4.06401 4.06401 5.6497 5.6497 7.78901 7.78901 9.85445 9.85445 11.177 11.177 11.9035 11.9035 12.0232 12.0232 11.1122 11.1122 9.56531 9.56531 8.28904 8.28904 7.71676 7.71676 8.51761 8.51761 10.1651 10.1651 11.5903 11.5903 12.8414 12.8414 13.6516 13.6516 14.3216 14.3216 13.9454 13.9454 12.9016 12.9016 11.6583 11.6583 11.4923 11.4923 11.4591 11.4591 10.3165 10.3165 8.81169 8.81169 7.82321 7.82321 6.88655 6.88655 5.30562 5.30562 2.91831 2.91831 
4.25273 4.25273 6.32516 6.32516 6.00212 6.00212 5.01617 5.01617 5.46891 5.46891 6.84526 6.84526 8.56407 8.56407 10.575 10.575 12.0938 12.0938 13.3036 13.3036 13.9154 13.9154 13.1194 13.1194 11.971 11.971 10.8452 10.8452 10.1717 10.1717 11.0089 11.0089 13.203 13.203 15.2379 15.2379 16.2913 16.2913 16.8514 16.8514 17.0033 17.0033 16.3591 16.3591 15.389 15.389 14.6096 14.6096 14.6804 14.6804 14.2564 14.2564 12.6878 12.6878 11.0268 11.0268 9.83573 9.83573 8.54104 8.54104 6.54793 6.54793 3.62688 3.62688 
4.25273 4.25273 6.32516 6.32516 6.00212 6.00212 5.01617 5.01617 5.46891 5.46891 6.84526 6.84526 8.56407 8.56407 10.575 10.575 12.0938 12.0938 13.3036 13.3036 13.9154 13.9154 13.1194 13.1194 11.971 11.971 10.8452 10.8452 10.1717 10.1717 11.0089 11.0089 13.203 13.203 15.2379 15.2379 16.2913 16.2913 16.8514 16.8514 17.0033 17.0033 16.3591 16.3591 15.389 15.389 14.6096 14.6096 14.6804 14.6804 14.2564 14.2564 12.6878 12.6878 11.0268 11.0268 9.83573 9.83573 8.54104 8.54104 6.54793 6.54793 3.62688 3.62688 
4.18041 6.59329 7.92202 7.92202 6.69364 6.69364 5.568 5.568 6.02988 6.02988 7.12278 7.12278 8.00618 8.00618 9.72535 9.72535 11.4677 11.4677 13.1195 13.1195 13.9785 13.9785 13.71 13.71 13.3399 13.3399 12.5851 12.5851 12.1489 12.1489 13.6627 13.6627 16.3469 16.3469 18.3624 18.3624 18.6556 18.6556 18.4797 18.4797 18.2672 18.2672 17.8339 17.8339 17.0058 17.0058 16.8359 16.8359 16.5782 16.5782 15.5901 15.5901 13.8563 13.8563 12.1181 12.1181 10.6463 10.6463 9.12012 9.12012 7.10181 7.10181 4.03332 4.03332 
4.69144 7.54133 7.92202 7.92202 6.69364 6.69364 5.568 5.568 6.02988 6.02988 7.12278 7.12278 8.00618 8.00618 9.72535 9.72535 11.4677 11.4677 13.1195 13.1195 13.9785 13.9785 13.71 13.71 13.3399 13.3399 12.5851 12.5851 12.1489 12.1489 13.6627 13.6627 16.3469 16.3469 18.3624 18.3624 18.6556 18.6556 18.4797 18.4797 18.2672 18.2672 17.8339 17.8339 17.0058 17.0058 16.8359 16.8359 16.5782 16.5782 15.5901 15.5901 13.8563 13.8563 12.1181 12.1181 10.6463 10.6463 9.12012 9.12012 7.10181 7.10181 4.03332 4.03332 
4.75801 8.18802 9.53445 9.16381 7.64245 6.04593 4.78937 4.78937 5.67486 5.67486 6.55633 6.55633 7.0915 7.0915 8.37994 8.37994 9.997 9.997 12.0951 12.0951 13.4077 13.4077 13.9225 13.9225 14.0014 14.0014 13.6802 13.6802 13.8181 13.8181 16.1568 16.1568 19.2764 19.2764 20.7266 20.7266 20.5858 20.5858 20.2207 20.2207 20.0456 20.0456 19.6129 19.6129 18.9948 18.9948 18.6983 18.6983 17.7006 17.7006 16.0212 16.0212 13.9068 13.9068 12.0693 12.0693 10.5283 10.5283 9.17182 9.17182 7.65321 7.65321 4.60389 4.60389 
4.6873 8.0091 10.0335 9.82829 8.44574 6.04947 4.78937 4.78937 5.67486 5.67486 6.55633 6.55633 7.0915 7.0915 8.37994 8.37994 9.997 9.997 12.0951 12.0951 13.4077 13.4077 13.9225 13.9225 14.0014 14.0014 13.6802 13.6802 13.8181 13.8181 16.1568 16.1568 19.2764 19.2764 20.7266 20.7266 20.5858 20.5858 20.2207 20.2207 20.0456 20.0456 19.6129 19.6129 18.9948 18.9948 18.6983 18.6983 17.7006 17.7006 16.0212 16.0212 13.9068 13.9068 12.0693 12.0693 10.5283 10.5283 9.17182 9.17182 7.65321 7.65321 4.60389 4.60389 
